"","X","user.id","user.name","user.profilePic","user.profileUrl","pageName","postId","viewsCount","time","link","text","likes","url","partyname"
"93",93,100044269772204,"מפלגת הליכוד","https://scontent.fsdu12-2.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwG0_zzt&_nc_oc=AdlLOIG-L4jlR-Qf2G66nwL02OtgKppGUak801eqP2oKGaTWUagyQpI4LA7cpCu51gw&_nc_zt=24&_nc_ht=scontent.fsdu12-2.fna&_nc_gid=nDF5lwLQ_N-pL_2ortVNpg&oh=00_AfHoCB_76Dn4mkWNms47u0Za7XEjgidRYUSKkRAzpbfrNA&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2490668134323167,7702,"2019-09-08T10:14:09.000Z","https://www.instagram.com/a/r/?effect_id=537135217026767","בזכותכם אנחנו ליגה אחרת! 
הפילטר החדש של הליכוד ☝

הכנסו ללינק באינסטגרם: https://www.instagram.com/a/r/?effect_id=537135217026767
ותייגו את ראש הממשלה!",528,"https://www.facebook.com/Likudofficial/videos/2420504881518488/","The Consolidation201909"
"94",94,100044269772204,"מפלגת הליכוד","https://scontent.fsdu12-2.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwG0_zzt&_nc_oc=AdlLOIG-L4jlR-Qf2G66nwL02OtgKppGUak801eqP2oKGaTWUagyQpI4LA7cpCu51gw&_nc_zt=24&_nc_ht=scontent.fsdu12-2.fna&_nc_gid=nDF5lwLQ_N-pL_2ortVNpg&oh=00_AfHoCB_76Dn4mkWNms47u0Za7XEjgidRYUSKkRAzpbfrNA&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2489724857750828,NA,"2019-09-07T20:58:34.000Z","","",437,"https://www.facebook.com/Likudofficial/posts/pfbid0UhhnKaimkTKiWbPjK42LX7w8FSaFALX2bA8rJZiQj8N7vPG1RRrXcXn7rbffuS6al","The Consolidation201909"
"95",95,100044269772204,"מפלגת הליכוד","https://scontent.fsdu12-2.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwG0_zzt&_nc_oc=AdlLOIG-L4jlR-Qf2G66nwL02OtgKppGUak801eqP2oKGaTWUagyQpI4LA7cpCu51gw&_nc_zt=24&_nc_ht=scontent.fsdu12-2.fna&_nc_gid=nDF5lwLQ_N-pL_2ortVNpg&oh=00_AfHoCB_76Dn4mkWNms47u0Za7XEjgidRYUSKkRAzpbfrNA&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2489455831111064,NA,"2019-09-07T17:42:57.000Z","","הדברים של ליברמן הם שקר וכזב. אף אחד בליכוד לא פועל ולא יפעל באלימות. אין שום הנחייה כזאת. ליברמן משקר כי הוא ליברמן בלחץ ומבין שהוא הולך להפסיד בשטח.",516,"https://www.facebook.com/Likudofficial/posts/pfbid02u32SGfuDUiaPQaymtsPVYaJca7uc6JoieR47P2QLezjoPZVJB28vwmKiXj7dj3kXl","The Consolidation201909"
"96",96,100044118129877,"מפלגת כחול לבן","https://scontent.fmex10-5.fna.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwFUwIfz&_nc_oc=Adk5aujeYoUdYRUcLN3X38HaEcaZr_xYqIaTb8VxHHCgT2r2dowGnneNILGXFjJ6S5g&_nc_zt=24&_nc_ht=scontent.fmex10-5.fna&_nc_gid=yqMc49fvUl_M8cJMPOW1oQ&oh=00_AfHLC2xCRIayNshN6GXZiZa24clJ26CVrZUP9TCOkTYZuw&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",416663595874876,NA,"2019-09-02T17:56:38.000Z","http://bit.ly/digitalkla","‏כרגיל, נתניהו דואג רק לנתניהו. למרות המניעה המשפטית לעסוק בענייני תקשורת, רה""מ פעל ופועל לפגוע בעצמאותם של אמצעי התקשורת ולהפוך את ישראל לטורקיה.
‏הבחירות הללו גורליות ויכריעו האם נתניהו יצליח לחרב את הדמוקרטיה הישראלית כדי להימלט מהדין.
‏כחול לבן נחושה להחליף את משטר נתניהו.",297,"https://www.facebook.com/kachollavan19/posts/pfbid0j9EgV5RVFnGu7oWetnsKLAdrNbC2yc1LNwBC5itMGhZZA6gmwghweN4Egpd7yMCkl","Blue and White201909"
"97",97,100044118129877,"מפלגת כחול לבן","https://scontent.fmex10-5.fna.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwFUwIfz&_nc_oc=Adk5aujeYoUdYRUcLN3X38HaEcaZr_xYqIaTb8VxHHCgT2r2dowGnneNILGXFjJ6S5g&_nc_zt=24&_nc_ht=scontent.fmex10-5.fna&_nc_gid=yqMc49fvUl_M8cJMPOW1oQ&oh=00_AfHLC2xCRIayNshN6GXZiZa24clJ26CVrZUP9TCOkTYZuw&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",416049575936278,NA,"2019-09-01T17:04:42.000Z","http://bit.ly/digitalklc","אצלנו חבר קבינט לא יחשוף סודות צבאיים בשידור תוך כדי קרבות.",487,"https://www.facebook.com/kachollavan19/posts/pfbid0cQ9xfKiYmJf8GVY6QdLMNz8ygE2cmXN8cYiccLHHaf4hXzCPLfc2NVeRkWw9cLJLl","Blue and White201909"
"98",98,100044118129877,"מפלגת כחול לבן","https://scontent.fmex10-5.fna.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwFUwIfz&_nc_oc=Adk5aujeYoUdYRUcLN3X38HaEcaZr_xYqIaTb8VxHHCgT2r2dowGnneNILGXFjJ6S5g&_nc_zt=24&_nc_ht=scontent.fmex10-5.fna&_nc_gid=yqMc49fvUl_M8cJMPOW1oQ&oh=00_AfHLC2xCRIayNshN6GXZiZa24clJ26CVrZUP9TCOkTYZuw&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",415765765964659,293147,"2019-09-01T07:04:19.000Z","http://bit.ly/digitalklc","אל תשכחו לאיזה שר חינוך אתם שולחים את הילדים שלכם היום.",1926,"https://www.facebook.com/kachollavan19/videos/490665975101027/","Blue and White201909"
"99",99,100044313345755,"ישראל ביתנו","https://scontent.fbri1-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwGZ0l22&_nc_oc=Adk6SGkoD9rpCQgRaICuapc6RV5_4ysYjqViChEWGdqPjlg946333hR49cVzDClyKxY&_nc_zt=24&_nc_ht=scontent.fbri1-1.fna&_nc_gid=bbvCAEP6yHQ8ls3kBo72-w&oh=00_AfH1jGf9DAK2ApaFiQ00j-HQsB51XV9ut2mrR1NVX1FVAQ&oe=68104939","https://www.facebook.com/beytenu","beytenu",2673636972668925,NA,"2019-09-12T11:29:15.000Z","https://m.maariv.co.il/elections2019/news/Article-718720","יו""ר ""ישראל ביתנו"", ח""כ Avigdor Liberman - אביגדור ליברמן, בראיון לפודקאסט של 103FM:

""אין סיכוי שנכנס לקואליציה כלשהי עם סמוטריץ', רפי פרץ, דרעי או גפני"".

https://m.maariv.co.il/elections2019/news/Article-718720",1654,"https://www.facebook.com/beytenu/posts/pfbid0TLJq2F2cpw1YmGNRD8aiYrc3G5W5vhmoD8JBCF3jCPpuF9aHbPvJvJJecFAyKZC8l","Israel is Our Home201909"
"100",100,100044313345755,"ישראל ביתנו","https://scontent.fbri1-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwGZ0l22&_nc_oc=Adk6SGkoD9rpCQgRaICuapc6RV5_4ysYjqViChEWGdqPjlg946333hR49cVzDClyKxY&_nc_zt=24&_nc_ht=scontent.fbri1-1.fna&_nc_gid=bbvCAEP6yHQ8ls3kBo72-w&oh=00_AfH1jGf9DAK2ApaFiQ00j-HQsB51XV9ut2mrR1NVX1FVAQ&oe=68104939","https://www.facebook.com/beytenu","beytenu",2673475472685075,NA,"2019-09-12T09:22:43.000Z","","תנו מנדט למי שבאמת עושה.
ב-17 בספטמבר שמים ל' בקלפי ועוצרים מדינת הלכה!",14,"https://www.facebook.com/beytenu/posts/pfbid0pRgPCXZzRRp7nA8cHb58JBiLck1MyBtgMJfZjidvxukQ3pqHnjM198ovL9GGwSM5l","Israel is Our Home201909"
"101",101,100044313345755,"ישראל ביתנו","https://scontent.fbri1-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwGZ0l22&_nc_oc=Adk6SGkoD9rpCQgRaICuapc6RV5_4ysYjqViChEWGdqPjlg946333hR49cVzDClyKxY&_nc_zt=24&_nc_ht=scontent.fbri1-1.fna&_nc_gid=bbvCAEP6yHQ8ls3kBo72-w&oh=00_AfH1jGf9DAK2ApaFiQ00j-HQsB51XV9ut2mrR1NVX1FVAQ&oe=68104939","https://www.facebook.com/beytenu","beytenu",2672586149440674,NA,"2019-09-11T20:09:54.000Z","","#הכר_את_המועמד

מי:
שאדי ח'לול - מועמד מס' 11 לכנסת מטעם ""ישראל ביתנו"".

תחום עיסוק:
פעיל חברתי, יו""ר עמותה ארמית-נוצרית בישראל, יוזם מכינה קדם צבאית נוצרית-ארמית-יהודית.

עשייה:
פועל לשילוב העדה הנוצרית-ישראלית במדינה ומעודד גיוס לצה""ל. מוביל דעה בקרב העדה ומסייע בהחייאת השפה הארמית בארץ.

דבר המועמד:
""שילוב העדה הנוצרית הנאמנה, המשכילה והשקטה, בדרכנו הארמית הייחודית הוא בעיניי משימה לאומית ממדרגה ראשונה. דרכנו היא אנטי-תזה למפלגות הערביות ותומכיהם בשמאל הקיצוני המעודדים לבדלנות ערבית שתהרוס את מדינתנו. אני מאמין שחיזוק יחסי יהודים ונוצרים בישראל הוא צורך השעה כיום. באחדותנו, הצדק והאמת הישראלית יינצחו"".",286,"https://www.facebook.com/beytenu/posts/pfbid036cLgNUFrAaBd4z7ymkR4dRWGXY9epBYbghtyE9jMVH9UYVGjjK5LRMp7y8TjRKAGl","Israel is Our Home201909"
"102",102,100044269772204,"מפלגת הליכוד","https://scontent-lax3-1.xx.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwFnuGcV&_nc_oc=Adkjj9mlLBEYzn7CTMvAAT0pzlQZyXAol3uf54S-9adujTpUmx3IkIfuRNIX9RXLnRw&_nc_zt=24&_nc_ht=scontent-lax3-1.xx&_nc_gid=stPpN09XNeieSumnwXKpGw&oh=00_AfFZnzF8h6J8gAXg0qo1Z3bNKRQqsRDP7laCEOLZuzkQaw&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",388123425192231,6491,"2019-09-06T08:29:23.000Z","","קבלת שבת וכמובן נושאים אקטואליים בוערים, בשידור חי משוק רמלה!",569,"https://www.facebook.com/Likudofficial/videos/388123425192231/","The Consolidation201909"
"103",103,100044269772204,"מפלגת הליכוד","https://scontent-lax3-1.xx.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwFnuGcV&_nc_oc=Adkjj9mlLBEYzn7CTMvAAT0pzlQZyXAol3uf54S-9adujTpUmx3IkIfuRNIX9RXLnRw&_nc_zt=24&_nc_ht=scontent-lax3-1.xx&_nc_gid=stPpN09XNeieSumnwXKpGw&oh=00_AfFZnzF8h6J8gAXg0qo1Z3bNKRQqsRDP7laCEOLZuzkQaw&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2486699864719994,29361,"2019-09-06T07:36:19.000Z","","יצאנו עם אמן החושים דודי שמר לפגוש את פעילי הבלאגנץ באשדוד. לא תאמינו מה קרה אחר כך>>",1173,"https://www.facebook.com/Likudofficial/videos/360165201530780/","The Consolidation201909"
"104",104,100044269772204,"מפלגת הליכוד","https://scontent-lax3-1.xx.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwFnuGcV&_nc_oc=Adkjj9mlLBEYzn7CTMvAAT0pzlQZyXAol3uf54S-9adujTpUmx3IkIfuRNIX9RXLnRw&_nc_zt=24&_nc_ht=scontent-lax3-1.xx&_nc_gid=stPpN09XNeieSumnwXKpGw&oh=00_AfFZnzF8h6J8gAXg0qo1Z3bNKRQqsRDP7laCEOLZuzkQaw&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",701917880281960,4728,"2019-09-05T15:36:10.000Z","","היקף הזיופים במערכת הבחירות האחרונה עמד על כ-10,000 מצביעים, רק מצלמות בקלפיות יצמצמו את התופעה . שידור משדרות!",456,"https://www.facebook.com/Likudofficial/videos/701917880281960/","The Consolidation201909"
"105",105,100044118129877,"מפלגת כחול לבן","https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwGH9bwS&_nc_oc=AdlRgu9jPTQur3IgQEYXQMwYFmQSZoS6Hdp3I0MYPx3wCxOYDrllYZhfKasvCxtJnnE&_nc_zt=24&_nc_ht=scontent-yyz1-1.xx&_nc_gid=t7vQ96QQ005zcBeJBl-TPw&oh=00_AfEiJj3ECz2Ur98GkJjSTI-Gje9i0bvMEsK7r4j3zYZ5PA&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",414747592733143,NA,"2019-08-30T13:10:47.000Z","","אתמול בערב ירו ברובה אוויר לעבר כנס שלי ברחובות בזמן שדיברתי. כמובן שראש הממשלה, שמעלה 5 פוסטים ושבע-עשרה ציוצים על כל פרסום שולי על פילבר, לא טרח להתייחס או לגנות. גם לא אף אחד אחר בסביבתו. הם יודעים מה הבוס אוהב. עכשיו תעצרו שניה, נסו לדמיין איזה בכי ונהי אינסופי היינו שומעים אם מישהו היה יורה לעבר כנס של ביבי. אוי, איזה קורבניות ומסכנות היתה רצה פה. את כל המדינה הוא היה מרים על הרגליים. שלושה ימים פסטיבל גינויים מכל מי שאי פעם עבר ליד מיקרופון. 

וכמובן שזה לא נגמר שם. הבוקר עלתה לרשת התמונה המצורפת כאן. כדי שאני לא אחמיץ את זה שהאלימות עוד לא נגמרה. אני לא פוחד מהם, אין שום מקום במדינה הזו שאני אמנע מללכת אליו, אבל יש לי בקשה קטנה: אם יקרה משהו, אל תתנו לביבי נתניהו להספיד, או להביע צער, או להסביר שזה לא קשור אליו. זה כן. זה קשור אליו. להסתה שלו, לשיח השנאה האלים שהוא מוביל, לשיסוי האינסופי שלו. נכון שיש פה לא מעט משוגעים, אבל הם לא צמחו בחלל ריק. ביבי הוא זה שנתן להם לגיטימציה. זה הוא. זה עליו.

Yair Lapid - יאיר לפיד",586,"https://www.facebook.com/kachollavan19/posts/pfbid02qknHRd9pFxD1MfxSyFsTza1V2CDZ8RL53x4QTWjPhNqJh3hPbJ8TXXYvuaw1Ecf7l","Blue and White201909"
"106",106,100044118129877,"מפלגת כחול לבן","https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwGH9bwS&_nc_oc=AdlRgu9jPTQur3IgQEYXQMwYFmQSZoS6Hdp3I0MYPx3wCxOYDrllYZhfKasvCxtJnnE&_nc_zt=24&_nc_ht=scontent-yyz1-1.xx&_nc_gid=t7vQ96QQ005zcBeJBl-TPw&oh=00_AfEiJj3ECz2Ur98GkJjSTI-Gje9i0bvMEsK7r4j3zYZ5PA&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",414698742738028,NA,"2019-08-30T11:28:57.000Z","","אז מי מצליח לזהות מי החשוד בשוחד, מרמה והפרת אמונים האמיתי?",321,"https://www.facebook.com/kachollavan19/posts/pfbid029k4oPhPtZf27MUXuJDNwFsLSZPoELvQeAoDW8ZoxqTLFq2wj9YL7RwxHQLuG7PEAl","Blue and White201909"
"107",107,100044118129877,"מפלגת כחול לבן","https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-1/314885479_669840467829885_8308584856661007730_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=RXLldU_MmQsQ7kNvwGH9bwS&_nc_oc=AdlRgu9jPTQur3IgQEYXQMwYFmQSZoS6Hdp3I0MYPx3wCxOYDrllYZhfKasvCxtJnnE&_nc_zt=24&_nc_ht=scontent-yyz1-1.xx&_nc_gid=t7vQ96QQ005zcBeJBl-TPw&oh=00_AfEiJj3ECz2Ur98GkJjSTI-Gje9i0bvMEsK7r4j3zYZ5PA&oe=68104F51","https://www.facebook.com/kachollavan19","kachollavan19",414259639448605,109047,"2019-08-29T16:43:26.000Z","http://bit.ly/digitalkl","הכירו את הקיצוני החדש בממשלת החסינות של נתניהו.",2496,"https://www.facebook.com/kachollavan19/videos/740792346379317/","Blue and White201909"
"108",108,100044313345755,"ישראל ביתנו","https://scontent.fssa21-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwHknmBc&_nc_oc=AdnwlNOkohHFRMXin0CnXGJUQjvhvZ2Gdn7vAAD7t0jJafJsBi8hwasQHu3gCUivb2A&_nc_zt=24&_nc_ht=scontent.fssa21-1.fna&_nc_gid=wmfHfeJjXiyZExKGlwasnA&oh=00_AfGGPVMDzvS50E-r88I1Y3Nx7vAJ8x3EHYyLpjn3_otxHg&oe=68104939","https://www.facebook.com/beytenu","beytenu",2672473556118600,10218,"2019-09-11T18:42:22.000Z","","פתיחה של עסק במדינת ישראל כרוכה בטרטורים בלתי פוסקים בין עשרות פקידים וטפסים. 
כשישראל ביתנו תחליף את ש""ס במשרד הפנים, נוודא שבכל רשות מקומית יהיה one stop shop להקמת עסק. 

הרעיון הוא פשוט - כל מי שיבקש רישיון עסק, יעבוד על הנושא מול פקיד אחד ברשות המקומית, שתפקידו יהיה לטפל בכל התהליך מתחילתו ועד סופו ולתאם את כל הגורמים הממשלתיים הנדרשים. בקיצור, שהרשות תיתן שירות.
כך גם נקל על העסקים, נגדיל את התפוקה שלהם וגם נמנע בירוקרטיה מיותרת.

עודד פורר - Oded Forer",171,"https://www.facebook.com/beytenu/videos/522822021798717/","Israel is Our Home201909"
"109",109,100044313345755,"ישראל ביתנו","https://scontent.fssa21-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwHknmBc&_nc_oc=AdnwlNOkohHFRMXin0CnXGJUQjvhvZ2Gdn7vAAD7t0jJafJsBi8hwasQHu3gCUivb2A&_nc_zt=24&_nc_ht=scontent.fssa21-1.fna&_nc_gid=wmfHfeJjXiyZExKGlwasnA&oh=00_AfGGPVMDzvS50E-r88I1Y3Nx7vAJ8x3EHYyLpjn3_otxHg&oe=68104939","https://www.facebook.com/beytenu","beytenu",2671982072834415,NA,"2019-09-11T13:25:21.000Z","","אז והיום",44,"https://www.facebook.com/beytenu/posts/pfbid02HK6Fhf4zSzcRuyYp3qSqvrtsqrHQSjPbErhuA7s1ibc3mn8xTD1XfYZJSTvxND4Nl","Israel is Our Home201909"
"110",110,100044313345755,"ישראל ביתנו","https://scontent.fssa21-1.fna.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwHknmBc&_nc_oc=AdnwlNOkohHFRMXin0CnXGJUQjvhvZ2Gdn7vAAD7t0jJafJsBi8hwasQHu3gCUivb2A&_nc_zt=24&_nc_ht=scontent.fssa21-1.fna&_nc_gid=wmfHfeJjXiyZExKGlwasnA&oh=00_AfGGPVMDzvS50E-r88I1Y3Nx7vAJ8x3EHYyLpjn3_otxHg&oe=68104939","https://www.facebook.com/beytenu","beytenu",2671806829518606,NA,"2019-09-11T11:26:41.000Z","","",30,"https://www.facebook.com/beytenu/posts/pfbid02QLt5fBcM9EBHWebm1cx5e9xg5KhTvCYa7wMjMSJykJ4EpMXRbiNsTSPZZdkDQVFGl","Israel is Our Home201909"
"111",111,100044269772204,"מפלגת הליכוד","https://scontent.fcgh10-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwHWo_7f&_nc_oc=AdkJerr812GnBgJB1WnuMakE9LsMr6X3Yp_YmLywohJp4dsSPlGvRyKlIrZWvduzpno&_nc_zt=24&_nc_ht=scontent.fcgh10-1.fna&_nc_gid=N30riOxaQZxWmGoYtLjKjw&oh=00_AfG7NEanrlA8lR1DjE5OSdTfnbQXN3Kk7773yHefDkb62w&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2485457784844202,62585,"2019-09-05T15:15:36.000Z","","ראש ממשלת אתיופיה אבי אחמד: ״אני מכיר את ביבי, אנחנו חברים טובים. ככל שאנחנו מדברים יותר אני מרגיש עד כמה אכפת לו מהעדה האתיופית בישראל״",1338,"https://www.facebook.com/Likudofficial/videos/710560939461548/","The Consolidation201909"
"112",112,100044269772204,"מפלגת הליכוד","https://scontent.fcgh10-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwHWo_7f&_nc_oc=AdkJerr812GnBgJB1WnuMakE9LsMr6X3Yp_YmLywohJp4dsSPlGvRyKlIrZWvduzpno&_nc_zt=24&_nc_ht=scontent.fcgh10-1.fna&_nc_gid=N30riOxaQZxWmGoYtLjKjw&oh=00_AfG7NEanrlA8lR1DjE5OSdTfnbQXN3Kk7773yHefDkb62w&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2485023311554316,6660,"2019-09-05T12:00:01.000Z","","בכל העולם יודעים - רק הליכוד, רק מחל!",1022,"https://www.facebook.com/Likudofficial/videos/358521608426410/","The Consolidation201909"
"113",113,100044269772204,"מפלגת הליכוד","https://scontent.fcgh10-1.fna.fbcdn.net/v/t39.30808-1/274339135_494010088751313_8817560597747044103_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7YoyJ5YRtsUQ7kNvwHWo_7f&_nc_oc=AdkJerr812GnBgJB1WnuMakE9LsMr6X3Yp_YmLywohJp4dsSPlGvRyKlIrZWvduzpno&_nc_zt=24&_nc_ht=scontent.fcgh10-1.fna&_nc_gid=N30riOxaQZxWmGoYtLjKjw&oh=00_AfG7NEanrlA8lR1DjE5OSdTfnbQXN3Kk7773yHefDkb62w&oe=68105207","https://www.facebook.com/Likudofficial","Likudofficial",2485095611547086,NA,"2019-09-05T11:33:25.000Z","","מה לפיד וגנץ מנסים להסתיר? למה הם מתנגדים לצעד בסיסי ומתבקש שישמור על טוהר הבחירות וימנע זיופים אדירים בקלפיות? לא ניתן להם לגנוב את הבחירות - נמשיך בחקיקה.",522,"https://www.facebook.com/Likudofficial/posts/pfbid02yBWHmiBqucdW5DEv3wqqnnr48TUNmy22XZ9MUHziJ9DyMyhfGMn89KoTAcEktjTVl","The Consolidation201909"
"114",114,100044313345755,"ישראל ביתנו","https://scontent-man2-1.xx.fbcdn.net/v/t39.30808-1/342659226_1417965558936795_6049159103379916098_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Jc-abFTVdtAQ7kNvwEviie8&_nc_oc=Adn69pgSRDI_O841pBdPxxNSV1jsbUFoL31hr1qZQR12Pt-6P4JUtbRJbBrf3J5lwNs&_nc_zt=24&_nc_ht=scontent-man2-1.xx&_nc_gid=z1XeSgCh9YWm9MyqCztP5w&oh=00_AfGRUaHYhLe1ZOZ4FCPOcZFwrN8GXNvujzz8kb7wWivuHg&oe=68104939","https://www.facebook.com/beytenu","beytenu",2671594346206521,NA,"2019-09-11T08:33:30.000Z","","ב-17 בספטמבר שמים ל' בקלפי ועוצרים את הטירוף!",42,"https://www.facebook.com/beytenu/posts/pfbid0BDgryp1Mqg6gZ182VAxB2zFbbSJn9ToGSS2hz19Fi6sejySciLVut5BafjyCPGavl","Israel is Our Home201909"
